District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,true_dbh,pred_dbh,rel_err_pct,in_90
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8727683,74.4253067,26.0,8.280254777,7.5,5.5,6.5,6.0,3.92,2.286,1.8288000000000002,8.280254776999998,7.553994846737138,-8.7709853117103,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63835,75.019125,20.0,6.369426752,4.0,5.0,6.0,5.5,15.92,1.2192,1.6764000000000001,6.369426752,5.605556121538849,-11.992768897472528,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336973,75.1033801,34.0,10.82802548,8.0,10.0,11.0,10.5,6.83,2.4384,3.2004,10.82802548,10.26764432260672,-5.175284805418468,True
Ahmednagar,Karjat,August 2023,2018.0,Fruit,Custard apple,18.6337569,75.103579,34.0,10.82802548,9.0,9.0,9.0,9.0,5.33,2.7432000000000003,2.7432000000000003,10.82802548,9.816852503980872,-9.33847983537557,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5313683,75.1891267,20.0,6.369426752,8.0,7.0,8.0,7.5,6.92,2.4384,2.286,6.369426752,8.392296129146693,31.759049219170507,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314817,75.189525,22.0,7.006369427,8.0,8.0,9.0,8.5,6.92,2.4384,2.5908,7.006369427,9.131144097761654,30.32632939070476,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731,74.4252783,7.5,2.388535032,7.5,7.5,5.5,6.5,3.92,2.286,1.9812,2.388535032,7.918526250725693,231.5222990091649,False
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5713491,75.2848903,25.0,7.961783439,8.0,5.0,4.0,4.5,1.92,2.4384,1.3716000000000002,7.961783439,6.640699187617299,-16.592818198388844,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.694038,74.9267921,13.0,4.140127389,6.0,4.0,4.0,4.0,3.25,1.8288000000000002,1.2192,4.140127389,5.628722238899146,35.955290985833614,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5711288,75.2847462,24.0,7.643312102,8.0,7.0,7.0,7.0,1.92,2.4384,2.1336,7.643312101999999,8.662877782361416,13.339317651239583,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738375,74.4257134,18.0,5.732484076,5.5,5.0,5.25,5.125,3.92,1.6764000000000001,1.5621,5.732484076,6.321815776537297,10.280564110149587,True
Ahmednagar,Karjat,August 2023,2018.0,Fruit,Custard apple,18.6336949,75.1034141,36.0,11.46496815,9.0,9.0,9.0,9.0,5.33,2.7432000000000003,2.7432000000000003,11.464968150000002,9.883260977069282,-13.796001456233611,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.53144,75.1889683,23.0,7.324840764,7.0,6.0,7.0,6.5,6.92,2.1336,1.9812,7.324840764,7.564472417021454,3.2714930022669084,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336867,75.1029717,39.0,12.42038217,11.0,13.0,14.0,13.5,6.83,3.3528000000000002,4.1148,12.420382169999998,12.53779916745101,0.945357363758245,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6335934,75.106214,16.0,5.095541401,5.0,4.0,3.0,3.5,4.92,1.524,1.0668,5.095541401,4.860757300524477,-4.6076379720798055,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6335633,75.103075,34.0,10.82802548,7.0,9.0,8.0,8.5,6.83,2.1336,2.5908,10.82802548,8.775767744957399,-18.953203784320998,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733283,74.4252429,27.0,8.598726115,8.0,9.5,7.5,8.5,3.92,2.4384,2.5908,8.598726114999998,9.245351929192662,7.520018727712016,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314917,75.1893067,19.0,6.050955414,7.0,7.0,8.0,7.5,6.92,2.1336,2.286,6.050955414,8.271498836942488,36.697401831863644,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5715947,75.2845968,25.0,7.961783439,6.5,6.0,5.0,5.5,1.92,1.9812,1.6764000000000001,7.961783439,7.0727368312470436,-11.166425394064989,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314905,75.188999,21.0,6.687898089,7.0,7.0,8.0,7.5,6.92,2.1336,2.286,6.687898089,8.362216634840223,25.035048733683286,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737227,74.4251585,26.0,8.280254777,7.0,5.5,5.0,5.25,3.92,2.1336,1.6002,8.280254776999998,6.845844032101406,-17.323268226998817,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63844,75.0192217,19.0,6.050955414,5.0,5.0,5.0,5.0,15.92,1.524,1.524,6.050955414,5.638774848838748,-6.811826182152915,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8741109,74.4258144,22.0,7.006369427,7.0,6.5,7.0,6.75,3.92,2.1336,2.0574,7.006369427,7.956973242557511,13.567709003385248,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6338179,75.1031467,38.0,12.10191083,9.0,12.0,11.0,11.5,6.83,2.7432000000000003,3.5052000000000003,12.101910829999998,11.137519189968996,-7.968920392640191,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731807,74.425158,22.0,7.006369427,7.5,7.0,7.5,7.25,3.92,2.286,2.2098,7.006369427,8.376542240225165,19.556102878974908,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5315004,75.1888786,23.0,7.324840764,8.0,8.0,8.0,8.0,6.92,2.4384,2.4384,7.324840764,8.688453310770498,18.61627563936075,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6337868,75.1031205,33.0,10.50955414,7.0,9.0,8.0,8.5,6.83,2.1336,2.5908,10.50955414,8.806318227600118,-16.206547772728662,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.63344,75.1028933,33.0,10.50955414,9.0,10.0,11.0,10.5,6.83,2.7432000000000003,3.2004,10.50955414,10.579494356348608,0.6654917555675427,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.6339526,75.1035372,31.0,9.872611465,8.0,12.0,10.0,11.0,6.92,2.4384,3.3528000000000002,9.872611464999999,10.59112740232969,7.2778711071224285,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.692833,74.9249462,26.0,8.280254777,10.0,6.0,6.0,6.0,3.25,3.048,1.8288000000000002,8.280254776999998,8.120168118392474,-1.9333542616610702,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5311759,75.1887374,17.0,5.414012739,7.0,7.0,6.0,6.5,6.92,2.1336,1.9812,5.414012739,7.498570558584238,38.503009137161136,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.531495,75.189305,19.0,6.050955414,7.0,8.0,7.0,7.5,6.92,2.1336,2.286,6.050955414,8.226396196050874,35.95202134554804,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5711008,75.2847639,25.0,7.961783439,8.0,6.5,7.0,6.75,1.92,2.4384,2.0574,7.961783439,8.478742756432792,6.493009027355837,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5716822,75.284503,28.0,8.917197452,6.0,6.0,5.5,5.75,1.92,1.8288000000000002,1.7526000000000002,8.917197451999998,7.060106802051502,-20.825945146386523,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6383318,75.0192959,20.0,6.369426752,5.0,5.0,5.0,5.0,15.92,1.524,1.524,6.369426752,5.779604232223219,-9.260213559902802,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.63356,75.10333,34.0,10.82802548,8.0,10.0,9.0,9.5,6.83,2.4384,2.8956,10.82802548,9.621037501208693,-11.146888978241556,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6390525,75.0192871,19.0,6.050955414,6.0,6.0,5.0,5.5,15.92,1.8288000000000002,1.6764000000000001,6.050955414,6.278188124322013,3.7553195284874983,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5714649,75.2845676,24.0,7.643312102,7.0,5.0,4.5,4.75,1.92,2.1336,1.4478,7.643312101999999,6.659609492024022,-12.870109147035555,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6333825,75.1032477,31.0,9.872611465,7.0,9.0,8.0,8.5,6.83,2.1336,2.5908,9.872611464999999,8.952006643864932,-9.324835930176723,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6934234,74.9244689,25.0,7.961783439,8.0,6.0,6.0,6.0,4.25,2.4384,1.8288000000000002,7.961783439,7.695138409875442,-3.349061566010755,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6382861,75.0192158,22.0,7.006369427,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,7.006369427,6.334055625225697,-9.595751534074836,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7931225,74.4689323,12.0,3.821656051,5.0,3.0,2.0,2.5,2.25,1.524,0.762,3.821656051,4.02622060318064,5.352772448664294,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389917,75.019195,23.0,7.324840764,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,7.324840764,6.030775940133275,-17.66679803097936,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336651,75.1061869,14.0,4.458598726,4.0,3.0,4.0,3.5,4.92,1.2192,1.0668,4.458598726,4.571645281370038,2.5354727419360437,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7388804,74.1052797,48.0,15.2866242,14.0,13.0,13.0,13.0,11.33,4.2672,3.9624,15.2866242,16.581521441544602,8.470786123888633,True
Ahmednagar,Shrigonda,July 2023,2019.0,Fruit,Custard apple,18.7956966,74.4637387,27.0,8.598726115,8.0,5.0,5.0,5.0,4.25,2.4384,1.524,8.598726114999998,6.887915501385587,-19.89609380196443,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6339404,75.1056002,13.0,4.140127389,4.0,3.0,3.0,3.0,4.92,1.2192,0.9144000000000001,4.140127389,4.131594207540662,-0.20610915214855782,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5315269,75.1891688,19.0,6.050955414,8.0,7.0,8.0,7.5,6.92,2.4384,2.286,6.050955414,8.647890099064059,42.91776269009638,False
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336092,75.1030458,33.0,10.50955414,9.0,8.0,9.0,8.5,6.83,2.7432000000000003,2.5908,10.50955414,9.536220644214868,-9.261415687279882,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.571431,75.2848485,25.0,7.961783439,8.0,6.5,5.0,5.75,1.92,2.4384,1.7526000000000002,7.961783439,7.632878865281098,-4.131041446163883,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336425,75.103052,32.0,10.1910828,7.0,8.0,7.0,7.5,6.83,2.1336,2.286,10.191082800000002,8.107122109767017,-20.448864278023375,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87354,74.4249404,24.0,7.643312102,6.0,5.5,5.0,5.25,3.92,1.8288000000000002,1.6002,7.643312101999999,6.53724290363332,-14.471072011795226,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6387161,75.0191709,21.0,6.687898089,5.0,5.0,5.0,5.0,15.92,1.524,1.524,6.687898089,5.721752447211638,-14.446177691873649,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.6331867,75.1033567,34.0,10.82802548,8.0,10.0,11.0,10.5,6.92,2.4384,3.2004,10.82802548,10.342742296737535,-4.4817329268278145,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729455,74.4252622,27.0,8.598726115,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,8.598726114999998,6.382642525505374,-25.77223137307269,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736507,74.4249759,26.0,8.280254777,8.0,6.0,5.0,5.5,3.92,2.4384,1.6764000000000001,8.280254776999998,7.343774490238978,-11.309800386363401,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738762,74.42555,25.0,7.961783439,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,7.961783439,6.908142212705525,-13.233733803073807,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.531505,75.1896033,22.0,7.006369427,9.0,8.0,9.0,8.5,6.92,2.7432000000000003,2.5908,7.006369427,9.418940122726635,34.433963565059315,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389183,75.01929,23.0,7.324840764,6.0,5.0,6.0,5.5,15.92,1.8288000000000002,1.6764000000000001,7.324840764,6.41812123994065,-12.378692633369994,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6339133,75.1059017,21.0,6.687898089,6.0,5.0,5.0,5.0,4.92,1.8288000000000002,1.524,6.687898089,6.302557633589944,-5.761757285803278,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7387625,74.1051848,59.0,18.78980892,15.0,14.0,14.0,14.0,11.33,4.572,4.2672,18.789808919999995,17.129447410999983,-8.836500233021063,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.53122,75.18883,20.0,6.369426752,8.0,7.0,8.0,7.5,6.92,2.4384,2.286,6.369426752,8.452618388754058,32.70610869494551,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5716745,75.2845237,26.0,8.280254777,7.0,6.0,5.5,5.75,1.92,2.1336,1.7526000000000002,8.280254776999998,7.4025039351813975,-10.60052939743741,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7392054,74.1048569,73.0,23.24840764,13.0,13.0,13.0,13.0,11.33,3.9624,3.9624,23.248407639999996,15.818586379717148,-31.958409261112084,False
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.531315,75.1888917,19.0,6.050955414,7.0,7.0,6.0,6.5,6.92,2.1336,1.9812,6.050955414,7.659704818503808,26.586700685013653,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6937998,74.9260199,13.0,4.140127389,6.0,4.0,4.0,4.0,3.25,1.8288000000000002,1.2192,4.140127389,5.560426275478534,34.30568079262872,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337049,75.106076,19.0,6.050955414,5.0,5.0,4.0,4.5,4.92,1.524,1.3716000000000002,6.050955414,5.653251985269027,-6.572572453778329,True
Ahmednagar,Karjat,August 2023,2018.0,Fruit,Custard apple,18.6329874,75.1036587,31.0,9.872611465,9.0,9.0,9.0,9.0,5.33,2.7432000000000003,2.7432000000000003,9.872611464999999,9.803372484091732,-0.701323871133087,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7937312,74.4691518,20.0,6.369426752,6.0,3.0,3.0,3.0,2.25,1.8288000000000002,0.9144000000000001,6.369426752,4.776960888433572,-25.00171405639281,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63864,75.0192817,21.0,6.687898089,6.0,6.0,7.0,6.5,15.92,1.8288000000000002,1.9812,6.687898089,7.005092840570042,4.742816761693068,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.5611983,74.9822469,12.0,3.821656051,6.0,2.0,2.0,2.0,4.25,1.8288000000000002,0.6096,3.821656051,3.558653166815022,-6.881908802759976,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6342967,75.1067917,18.0,5.732484076,5.0,5.0,4.0,4.5,4.92,1.524,1.3716000000000002,5.732484076,5.54405926490129,-3.2869661494147397,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7935369,74.4694178,8.0,2.547770701,3.0,1.0,1.0,1.0,2.25,0.9144000000000001,0.3048,2.547770701,1.8747209157038223,-26.41720406911053,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.6335967,75.103425,34.0,10.82802548,8.0,11.0,12.0,11.5,6.92,2.4384,3.5052000000000003,10.82802548,10.68348406690198,-1.334882461857857,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7936602,74.4694496,12.0,3.821656051,5.0,4.0,4.0,4.0,2.25,1.524,1.2192,3.821656051,5.389804958677636,41.03322975041941,False
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389817,75.01917,24.0,7.643312102,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,7.643312101999999,6.023660035926803,-21.190447864210427,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7930582,74.468965,14.0,4.458598726,4.0,3.0,2.0,2.5,2.25,1.2192,0.762,4.458598726,3.7930675373573632,-14.926913802797257,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.692678,74.9251852,24.0,7.643312102,10.0,6.0,6.0,6.0,3.25,3.048,1.8288000000000002,7.643312101999999,8.197145046877715,7.245981028732242,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731567,74.4253911,25.0,7.961783439,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,7.961783439,6.401247777279615,-19.600327912415427,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873482,74.4250496,22.0,7.006369427,5.0,5.0,5.0,5.0,3.92,1.524,1.524,7.006369427,6.049031913733327,-13.663817234321712,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87334,74.4250709,22.0,7.006369427,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,7.006369427,6.0929799438000565,-13.036558987027899,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6385881,75.0191886,22.0,7.006369427,6.0,5.0,5.0,5.0,15.92,1.8288000000000002,1.524,7.006369427,6.046771573265871,-13.696078457356075,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6341001,75.1031116,34.0,10.82802548,9.0,10.0,12.0,11.0,6.83,2.7432000000000003,3.3528000000000002,10.82802548,10.875514915095149,0.43857890049172676,True
Ahmednagar,Karjat,August 2023,2018.0,Fruit,Custard apple,18.6332801,75.1033612,30.0,9.554140127,9.0,9.0,9.0,9.0,5.33,2.7432000000000003,2.7432000000000003,9.554140127,9.920874397359125,3.8384853632482683,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6335027,75.1032774,36.0,11.46496815,8.0,10.0,12.0,11.0,6.83,2.4384,3.3528000000000002,11.464968150000002,10.395429242870737,-9.328756025626337,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337283,75.1059567,14.0,4.458598726,4.0,4.0,5.0,4.5,4.92,1.2192,1.3716000000000002,4.458598726,5.303153089965311,18.94214787799477,True
Ahmednagar,Shrigonda,July 2023,2019.0,Fruit,Custard apple,18.7958805,74.4637887,32.0,10.1910828,9.0,6.0,6.0,6.0,4.25,2.7432000000000003,1.8288000000000002,10.191082800000002,7.904226135830325,-22.439781022774895,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5716977,75.284416,22.0,7.006369427,6.0,5.0,4.0,4.5,1.92,1.8288000000000002,1.3716000000000002,7.006369427,6.115604861735018,-12.713639703785807,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6390283,75.019375,18.0,5.732484076,7.0,7.0,7.0,7.0,7.92,2.1336,2.1336,5.732484076,7.835635763046694,36.68831276569766,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873825,74.425515,23.0,7.324840764,5.5,5.0,4.5,4.75,3.92,1.6764000000000001,1.4478,7.324840764,6.03817505725844,-17.56578399717906,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6340082,75.1058205,23.0,7.324840764,6.0,6.0,5.0,5.5,4.92,1.8288000000000002,1.6764000000000001,7.324840764,6.687394541469649,-8.702526690590474,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6387867,75.019335,27.0,8.598726115,7.0,6.0,6.0,6.0,15.92,2.1336,1.8288000000000002,8.598726114999998,7.100015416152062,-17.4294503488548,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389993,75.0192893,24.0,7.643312102,7.0,6.0,6.0,6.0,15.92,2.1336,1.8288000000000002,7.643312101999999,7.019639264164907,-8.159719628247268,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.63873,75.0192983,20.0,6.369426752,6.0,6.0,5.0,5.5,15.92,1.8288000000000002,1.6764000000000001,6.369426752,6.410076875716268,0.6382069423045584,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738274,74.4255126,19.0,6.050955414,5.25,4.75,4.25,4.5,3.92,1.6002,1.3716000000000002,6.050955414,5.738941361467438,-5.156442762917405,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7935423,74.4691387,19.0,6.050955414,6.0,4.0,4.0,4.0,2.25,1.8288000000000002,1.2192,6.050955414,5.706250216739772,-5.696706944207341,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733522,74.4247141,19.0,6.050955414,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,6.050955414,6.904123825707663,14.09973059351423,True
Ahmednagar,Shrigonda,July 2023,2019.0,Fruit,Custard apple,18.7956715,74.4636523,36.0,11.46496815,11.0,6.0,6.0,6.0,4.25,3.3528000000000002,1.8288000000000002,11.464968150000002,8.237065935359215,-28.154480434738815,False
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389833,75.019265,21.0,6.687898089,6.0,6.0,7.0,6.5,15.92,1.8288000000000002,1.9812,6.687898089,7.044122898684792,5.326409059233382,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6937755,74.9244184,27.0,8.598726115,8.0,7.0,7.0,7.0,4.25,2.4384,2.1336,8.598726114999998,8.4331328179209,-1.9257887141006882,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6333367,75.10302,30.0,9.554140127,8.0,9.0,10.0,9.5,6.83,2.4384,2.8956,9.554140127,9.726290481395452,1.8018403760790047,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87359,74.4252133,20.0,6.369426752,5.5,4.75,5.0,4.875,3.92,1.6764000000000001,1.4859,6.369426752,6.000414965422329,-5.793485048898652,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6386083,75.0194717,22.0,7.006369427,6.0,6.0,5.0,5.5,7.92,1.8288000000000002,1.6764000000000001,7.006369427,6.577491015818935,-6.1212645957309055,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6338383,75.1063333,20.0,6.369426752,5.5,5.0,5.0,5.0,4.92,1.6764000000000001,1.524,6.369426752,6.116277903346935,-3.974436923598751,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.872979,74.425334,20.0,6.369426752,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,6.369426752,6.460090117352872,1.4234148359490006,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.941139,74.4109865,11.0,3.503184713,5.0,2.5,3.0,2.75,3.92,1.524,0.8382000000000001,3.503184713,4.21149810793799,20.219127821307943,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.9411681,74.4106841,12.0,3.821656051,6.0,3.5,4.75,4.125,3.92,1.8288000000000002,1.2573,3.821656051,5.688337512569152,48.84483157715629,False
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5313317,75.1885183,19.0,6.050955414,8.0,7.0,7.0,7.0,6.92,2.4384,2.1336,6.050955414,8.168276665224084,34.99151962556643,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.57126,75.2846317,27.0,8.598726115,8.0,8.0,7.0,7.5,1.92,2.4384,2.286,8.598726114999998,9.025790824253528,4.966604396301676,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738024,74.4255003,20.0,6.369426752,4.75,4.75,4.0,4.375,3.92,1.4478,1.3335000000000001,6.369426752,5.5584552223531345,-12.732253014640921,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6926407,74.9248261,22.0,7.006369427,8.0,3.0,3.0,3.0,3.25,2.4384,0.9144000000000001,7.006369427,5.092893043953706,-27.3105265570561,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389133,75.0192883,24.0,7.643312102,7.0,6.0,5.0,5.5,15.92,2.1336,1.6764000000000001,7.643312101999999,6.600594551203594,-13.642221289427146,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5313558,75.1891355,20.0,6.369426752,8.0,8.0,7.0,7.5,6.92,2.4384,2.286,6.369426752,8.551663542985196,34.261117616274866,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6381993,75.0191394,18.0,5.732484076,4.0,6.0,5.0,5.5,15.92,1.2192,1.6764000000000001,5.732484076,5.6201576997227525,-1.959471230762263,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734023,74.4248179,27.0,8.598726115,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,8.598726114999998,6.872441859286034,-20.076046528596343,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737452,74.42508,26.0,8.280254777,6.0,6.0,5.5,5.75,3.92,1.8288000000000002,1.7526000000000002,8.280254776999998,6.9956552756448405,-15.514009362651256,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734412,74.4254201,23.0,7.324840764,6.5,6.0,6.5,6.25,3.92,1.9812,1.905,7.324840764,7.43737998280699,1.5364049872605565,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336433,75.1031867,27.0,8.598726115,6.0,7.0,8.0,7.5,6.83,1.8288000000000002,2.286,8.598726114999998,7.96402483787899,-7.381340778069517,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873328,74.4247043,20.0,6.369426752,5.0,5.5,5.6,5.55,3.92,1.524,1.69164,6.369426752,6.462007005017246,1.45350997227774,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7387643,74.1052965,79.0,25.15923567,15.0,14.0,14.0,14.0,11.33,4.572,4.2672,25.15923567,17.409797432790473,-30.801564637553742,False
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5315096,75.1894954,21.0,6.687898089,6.0,8.0,7.0,7.5,6.92,1.8288000000000002,2.286,6.687898089,7.856381357368937,17.471606965584805,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733112,74.42519,22.0,7.006369427,7.0,6.0,6.0,6.0,3.92,2.1336,1.8288000000000002,7.006369427,7.372764031233163,5.229450260233369,True
