District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6938953,74.9271706,20,6.369426752,8,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6940716,74.9264778,13,4.140127389,6,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6940991,74.9264769,9,2.866242038,4,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.694038,74.9267921,13,4.140127389,6,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6940357,74.9269337,14,4.458598726,6,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6939703,74.9270897,11,3.503184713,5,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6939842,74.9271973,8,2.547770701,5,2,3,2.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6935369,74.9249714,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6935429,74.9249889,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6934945,74.9251254,5,1.592356688,1,1,1,1,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6935874,74.9250466,9,2.866242038,3,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6936073,74.9250219,9,2.866242038,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6935875,74.9251234,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6936881,74.9250746,9,2.866242038,3,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6936899,74.9251043,10,3.184713376,3,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6936496,74.9252602,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6936477,74.9252658,8,2.547770701,2,1,1,1,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6937791,74.9251697,8,2.547770701,3,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6937801,74.9251107,8,2.547770701,3,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6937971,74.9251388,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6939035,74.9252422,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6938725,74.9252401,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6940255,74.9252286,8,2.547770701,3,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6940265,74.9252745,8,2.547770701,2,2,2,2,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6939827,74.925324,9,2.866242038,3,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6941129,74.9252545,7,2.229299363,2,1,1,1,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6941399,74.9252441,5,1.592356688,1,1,1,1,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Lemon,18.6941132,74.9253473,5,1.592356688,2,1,1,1,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929965,74.9247902,20,6.369426752,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928638,74.9247166,33,10.50955414,10,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928172,74.9247316,27,8.598726115,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927123,74.9246942,25,7.961783439,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926804,74.9246857,20,6.369426752,8,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929303,74.9248093,20,6.369426752,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927657,74.9248503,25,7.961783439,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926869,74.9247283,25,7.961783439,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926431,74.9247306,22,7.006369427,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929946,74.9248688,27,8.598726115,10,6,7,6.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929151,74.924858,25,7.961783439,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927416,74.9248555,26,8.280254777,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926407,74.9248261,22,7.006369427,8,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926299,74.9248463,18,5.732484076,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929961,74.9249624,29,9.23566879,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928752,74.9249702,32,10.1910828,10,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.692833,74.9249462,26,8.280254777,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927379,74.9249437,30,9.554140127,9,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926791,74.9249196,25,7.961783439,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925022,74.9248962,20,6.369426752,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929695,74.925056,24,7.643312102,9,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929414,74.9250678,24,7.643312102,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927591,74.9250128,30,9.554140127,8,4,5,4.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.692662,74.9250012,21,6.687898089,8,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925576,74.9249629,28,8.917197452,9,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6929791,74.9251352,28,8.917197452,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928687,74.9250478,30,9.554140127,9,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927641,74.9250904,30,9.554140127,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927232,74.9250554,25,7.961783439,9,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925731,74.9250431,28,8.917197452,9,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925215,74.925024,22,7.006369427,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928775,74.925167,31,9.872611465,11,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928545,74.9251272,28,8.917197452,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927524,74.9251361,35,11.14649682,9,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.692678,74.9251852,24,7.643312102,10,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925528,74.9251038,25,7.961783439,8,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6924698,74.9251298,14,4.458598726,5,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928493,74.9252958,31,9.872611465,10,6,7,6.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928461,74.9252913,38,12.10191083,10,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6928033,74.9253014,30,9.554140127,10,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926608,74.9252595,41,13.05732484,11,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925678,74.9252497,21,6.687898089,10,6,5,5.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6924662,74.9252095,14,4.458598726,5,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6930273,74.9253423,33,10.50955414,10,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.692899,74.9252862,15,4.777070064,6,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6927983,74.9253046,30,9.554140127,11,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.692716,74.9253288,30,9.554140127,12,6,7,6.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6926415,74.9253061,30,9.554140127,11,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6925065,74.9253005,30,9.554140127,9,6,7,6.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Custard apple,18.6924717,74.9252891,29,9.23566879,9,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6929662,74.9248398,43,13.69426752,14,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6929434,74.9247361,40,12.7388535,15,9,9,9,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927684,74.9247966,43,13.69426752,14,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927098,74.9247293,46,14.64968153,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925828,74.9247289,40,12.7388535,14,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6930399,74.9248022,4,1.27388535,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6929485,74.9248075,44,14.01273885,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928355,74.9247985,33,10.50955414,13,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927486,74.9248105,40,12.7388535,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926626,74.9247734,40,12.7388535,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926432,74.9247661,40,12.7388535,14,6,7,6.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6930114,74.9248524,40,12.7388535,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928893,74.9248595,41,13.05732484,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6929341,74.9249002,40,12.7388535,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928529,74.9248891,41,13.05732484,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925445,74.924772,40,12.7388535,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925882,74.9248341,40,12.7388535,14,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925948,74.9249463,40,12.7388535,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.692657,74.9249446,43,13.69426752,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926537,74.9249525,40,12.7388535,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925864,74.9250294,34,10.82802548,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925885,74.9250226,23,7.324840764,6,4,4,4,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6929224,74.9250213,52,16.56050955,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928109,74.9250057,40,12.7388535,15,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927168,74.9250425,54,17.19745223,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926872,74.9250165,50,15.92356688,15,9,9,9,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925103,74.9249814,35,11.14649682,12,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925539,74.9249814,32,10.1910828,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928757,74.9251037,37,11.78343949,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928997,74.9251251,44,14.01273885,16,8,9,8.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926664,74.9251169,44,14.01273885,16,7,8,7.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6926254,74.9250791,46,14.64968153,16,9,8,8.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925281,74.9250352,42,13.37579618,12,6,6,6,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6928983,74.9252337,39,12.42038217,15,8,8,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927774,74.9252042,40,12.7388535,13,7,7,7,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6927234,74.9252249,46,14.64968153,16,9,7,8,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925607,74.925187,40,12.7388535,16,8,9,8.5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.6925939,74.9251957,24,7.643312102,9,5,5,5,3.25
Ahmednagar,Karjat,July 2023,2020,Fruit,Jamun,18.692462,74.9251184,19,6.050955414,6,3,3,3,3.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5611809,74.9822198,23,7.324840764,10,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5611983,74.9822469,12,3.821656051,6,2,2,2,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5614135,74.9822499,36,11.46496815,15,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.561436,74.9822619,23,7.324840764,15,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5622232,74.982316,31,9.872611465,15,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5612758,74.9821468,14,4.458598726,9,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5612666,74.9821832,23,7.324840764,9,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5614505,74.982208,23,7.324840764,12,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5615709,74.9821605,27,8.598726115,12,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5620683,74.982253,18,5.732484076,10,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5620551,74.9822541,27,8.598726115,15,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5612312,74.9821176,12,3.821656051,8,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5611857,74.9821002,23,7.324840764,12,7,6,6.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5615361,74.9821248,21,6.687898089,12,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5618799,74.9821668,16,5.095541401,10,4,3,3.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5621313,74.9821843,26,8.280254777,15,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5621456,74.982201,19,6.050955414,8,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.562276,74.9821719,14,4.458598726,8,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5613868,74.9820854,12,3.821656051,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613701,74.9820751,24,7.643312102,15,8,7,7.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5617516,74.9820999,24,7.643312102,14,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5619333,74.9820867,22,7.006369427,14,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5622243,74.9821074,22,7.006369427,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5612337,74.9819928,28,8.917197452,14,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5614166,74.9819559,24,7.643312102,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5616885,74.9819946,25,7.961783439,15,6,7,6.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5620447,74.9820406,9,2.866242038,7,2,2,2,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.562005,74.9820063,22,7.006369427,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.562122,74.9820362,15,4.777070064,6,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5612245,74.981895,24,7.643312102,10,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613624,74.9819214,24,7.643312102,10,5,4,4.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5614781,74.9820133,19,6.050955414,11,5,6,5.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5622319,74.9819865,20,6.369426752,15,7,7,7,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5613063,74.9818501,9,2.866242038,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5612987,74.9818467,26,8.280254777,12,7,6,6.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5615635,74.981823,22,7.006369427,12,7,6,6.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5618098,74.9818644,30,9.554140127,15,8,8,8,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5621854,74.9818627,31,9.872611465,10,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5614125,74.9817858,25,7.961783439,10,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5617559,74.9818271,22,7.006369427,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5620676,74.9818405,19,6.050955414,11,4,3,3.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.561281,74.9816912,22,7.006369427,9,5,4,4.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613132,74.9817211,19,6.050955414,9,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5615283,74.9817395,11,3.503184713,8,2,3,2.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.561942,74.9817766,17,5.414012739,7,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5619686,74.9817601,18,5.732484076,10,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613715,74.9815976,24,7.643312102,9,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613729,74.9816098,22,7.006369427,10,5,4,4.5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5617893,74.9816736,22,7.006369427,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5620808,74.9816994,21,6.687898089,10,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5623415,74.9817429,23,7.324840764,13,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.5613291,74.9815798,9,2.866242038,5,2,2,2,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5613489,74.9815355,18,5.732484076,9,5,5,5,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5618638,74.9816163,28,8.917197452,10,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5619,74.9816285,19,6.050955414,10,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5622241,74.9816479,18,5.732484076,9,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5617802,74.9815287,22,7.006369427,12,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5618947,74.9815637,23,7.324840764,10,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5624016,74.9816164,15,4.777070064,9,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Wild,Sandalwood,18.5624174,74.98155,21,6.687898089,15,6,6,6,4.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325819,75.0218213,38,12.10191083,10,8,8,8,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325641,75.0218149,56,17.8343949,12,15,10,12.5,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325848,75.0219123,5,1.592356688,15,12,12,12,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325801,75.0219263,90,28.66242038,18,18,18,18,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325232,75.0220293,90,28.66242038,17,17,17,17,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325755,75.0220915,70,22.29299363,20,16,16,16,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325171,75.0223799,75,23.88535032,20,10,10,10,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325646,75.0224023,58,18.47133758,12,9,9,9,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6326051,75.0217841,78,24.84076433,15,12,12,12,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6326247,75.0217983,80,25.47770701,20,20,20,20,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6325889,75.0221555,70,22.29299363,12,12,12,12,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6327227,75.02205,40,12.7388535,10,7,7,7,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6327237,75.022148,38,12.10191083,10,8,8,8,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6328727,75.0220573,60,19.10828025,15,14,13,13.5,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6329278,75.022044,71,22.61146497,18,15,15,15,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6329682,75.0219452,60,19.10828025,11,8,8,8,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6329007,75.022197,66,21.01910828,12,10,10,10,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6329482,75.0221662,61,19.42675159,15,14,13,13.5,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6330178,75.0221124,42,13.37579618,10,8,9,8.5,8.25
Ahmednagar,Karjat,July 2023,2015,Fruit,Mango,18.6329954,75.0222597,69,21.97452229,15,12,12,12,8.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6321306,75.0205526,20,6.369426752,7,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6319471,75.0205555,21,6.687898089,6,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.631883,75.0205438,19,6.050955414,8,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6318251,75.0205528,22,7.006369427,6,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6317136,75.0205466,20,6.369426752,6,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6316908,75.0205542,18,5.732484076,6,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.631524,75.0205789,14,4.458598726,6,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6314588,75.0205971,13,4.140127389,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6315002,75.0205385,15,4.777070064,5,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6312561,75.0205442,16,5.095541401,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6311729,75.0205369,17,5.414012739,5,3,4,3.5,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.63211,75.0206837,19,6.050955414,7,4,4,4,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6320299,75.0206135,18,5.732484076,6,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6317915,75.0206079,14,4.458598726,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6318248,75.0206291,12,3.821656051,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6315894,75.0205774,16,5.095541401,6,5,4,4.5,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6314105,75.0206055,11,3.503184713,5,3,2,2.5,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6312399,75.0205439,15,4.777070064,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6311736,75.0205621,14,4.458598726,5,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.631086,75.0205664,15,4.777070064,6,3,3,3,4.25
Ahmednagar,Karjat,July 2023,2019,Fruit,Custard apple,18.6320264,75.0207418,23,7.324840764,6,4,4,4,4.25
