District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,_age_informative
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5620808,74.9816994,21.0,6.687898089,10.0,3.0,3.0,3.0,4.25,3.048,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5623415,74.9817429,23.0,7.324840764,13.0,4.0,4.0,4.0,4.25,3.9624,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.5613291,74.9815798,9.0,2.866242038,5.0,2.0,2.0,2.0,4.25,1.524,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5618638,74.9816163,28.0,8.917197452,10.0,6.0,6.0,6.0,4.25,3.048,1.8288000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5622241,74.9816479,18.0,5.732484076,9.0,3.0,3.0,3.0,4.25,2.7432000000000003,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5617802,74.9815287,22.0,7.006369427,12.0,4.0,4.0,4.0,4.25,3.6576000000000004,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5618947,74.9815637,23.0,7.324840764,10.0,3.0,3.0,3.0,4.25,3.048,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5624016,74.9816164,15.0,4.777070064,9.0,3.0,3.0,3.0,4.25,2.7432000000000003,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Wild,Sandalwood,18.5624174,74.98155,21.0,6.687898089,15.0,6.0,6.0,6.0,4.25,4.572,1.8288000000000002,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325641,75.0218149,56.0,17.8343949,12.0,15.0,10.0,12.5,8.25,3.6576000000000004,3.81,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325801,75.0219263,90.0,28.66242038,18.0,18.0,18.0,18.0,8.25,5.486400000000001,5.486400000000001,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325232,75.0220293,90.0,28.66242038,17.0,17.0,17.0,17.0,8.25,5.1816,5.1816,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325755,75.0220915,70.0,22.29299363,20.0,16.0,16.0,16.0,8.25,6.096,4.8768,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325171,75.0223799,75.0,23.88535032,20.0,10.0,10.0,10.0,8.25,6.096,3.048,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325646,75.0224023,58.0,18.47133758,12.0,9.0,9.0,9.0,8.25,3.6576000000000004,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6326051,75.0217841,78.0,24.84076433,15.0,12.0,12.0,12.0,8.25,4.572,3.6576000000000004,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6326247,75.0217983,80.0,25.47770701,20.0,20.0,20.0,20.0,8.25,6.096,6.096,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6325889,75.0221555,70.0,22.29299363,12.0,12.0,12.0,12.0,8.25,3.6576000000000004,3.6576000000000004,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6327227,75.02205,40.0,12.7388535,10.0,7.0,7.0,7.0,8.25,3.048,2.1336,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6327237,75.022148,38.0,12.10191083,10.0,8.0,8.0,8.0,8.25,3.048,2.4384,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6329278,75.022044,71.0,22.61146497,18.0,15.0,15.0,15.0,8.25,5.486400000000001,4.572,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6329682,75.0219452,60.0,19.10828025,11.0,8.0,8.0,8.0,8.25,3.3528000000000002,2.4384,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6329007,75.022197,66.0,21.01910828,12.0,10.0,10.0,10.0,8.25,3.6576000000000004,3.048,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6330178,75.0221124,42.0,13.37579618,10.0,8.0,9.0,8.5,8.25,3.048,2.5908,1.0
Ahmednagar,Karjat,July 2023,2015.0,Fruit,Mango,18.6329954,75.0222597,69.0,21.97452229,15.0,12.0,12.0,12.0,8.25,4.572,3.6576000000000004,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6321306,75.0205526,20.0,6.369426752,7.0,4.0,4.0,4.0,4.25,2.1336,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6319471,75.0205555,21.0,6.687898089,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.631883,75.0205438,19.0,6.050955414,8.0,4.0,4.0,4.0,4.25,2.4384,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318251,75.0205528,22.0,7.006369427,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6317136,75.0205466,20.0,6.369426752,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6316908,75.0205542,18.0,5.732484076,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.631524,75.0205789,14.0,4.458598726,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315002,75.0205385,15.0,4.777070064,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6312561,75.0205442,16.0,5.095541401,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6311729,75.0205369,17.0,5.414012739,5.0,3.0,4.0,3.5,4.25,1.524,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320299,75.0206135,18.0,5.732484076,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318248,75.0206291,12.0,3.821656051,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314105,75.0206055,11.0,3.503184713,5.0,3.0,2.0,2.5,4.25,1.524,0.762,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6312399,75.0205439,15.0,4.777070064,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6311736,75.0205621,14.0,4.458598726,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.631086,75.0205664,15.0,4.777070064,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320264,75.0207418,23.0,7.324840764,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.632151,75.0206658,21.0,6.687898089,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6319028,75.0206835,16.0,5.095541401,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318218,75.0206729,17.0,5.414012739,5.0,3.0,4.0,3.5,4.25,1.524,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315936,75.0207388,14.0,4.458598726,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.631683,75.0207369,10.0,3.184713376,4.0,2.0,2.0,2.0,4.25,1.2192,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6316057,75.02062,13.0,4.140127389,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314834,75.0206624,11.0,3.503184713,4.0,3.0,2.0,2.5,4.25,1.2192,0.762,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6313655,75.0206835,19.0,6.050955414,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6310962,75.0206538,11.0,3.503184713,4.0,2.0,2.0,2.0,4.25,1.2192,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320156,75.0207342,17.0,5.414012739,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6319007,75.0207817,16.0,5.095541401,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6317956,75.0207549,27.0,8.598726115,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6317062,75.0207193,17.0,5.414012739,6.0,4.0,3.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315915,75.020633,15.0,4.777070064,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315964,75.0206744,16.0,5.095541401,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6315275,75.0207344,22.0,7.006369427,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6311288,75.0206826,16.0,5.095541401,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320823,75.02082,23.0,7.324840764,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6319829,75.0207981,16.0,5.095541401,6.0,3.0,3.0,3.0,4.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318724,75.0208007,18.0,5.732484076,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6316492,75.0208207,11.0,3.503184713,5.0,2.0,2.0,2.0,4.25,1.524,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6316057,75.0207538,16.0,5.095541401,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314677,75.0207587,17.0,5.414012739,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314468,75.020795,14.0,4.458598726,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6313065,75.0207592,15.0,4.777070064,6.0,3.0,4.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6312884,75.0207727,12.0,3.821656051,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6311855,75.020783,18.0,5.732484076,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6311428,75.0207617,17.0,5.414012739,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6310576,75.020765,16.0,5.095541401,7.0,4.0,3.0,3.5,4.25,2.1336,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320134,75.0208733,12.0,3.821656051,4.0,2.0,2.0,2.0,4.25,1.2192,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318706,75.0208596,17.0,5.414012739,5.0,4.0,3.0,3.5,4.25,1.524,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318159,75.0208615,11.0,3.503184713,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6318359,75.0207586,16.0,5.095541401,6.0,4.0,3.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6314759,75.020834,10.0,3.184713376,5.0,2.0,2.0,2.0,4.25,1.524,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6312917,75.0208033,13.0,4.140127389,7.0,3.0,3.0,3.0,4.25,2.1336,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6479326,75.0290437,64.0,20.38216561,15.0,15.0,15.0,15.0,9.25,4.572,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6478669,75.028991,37.0,11.78343949,11.0,9.0,9.0,9.0,9.25,3.3528000000000002,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6478929,75.0288677,44.0,14.01273885,20.0,15.0,15.0,15.0,9.25,6.096,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6479131,75.0289805,65.0,20.70063694,18.0,15.0,15.0,15.0,9.25,5.486400000000001,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6478966,75.0288181,46.0,14.64968153,10.0,7.0,7.0,7.0,9.25,3.048,2.1336,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6478903,75.0287586,61.0,19.42675159,10.0,9.0,9.0,9.0,9.25,3.048,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6479232,75.0286216,59.0,18.78980892,8.0,6.0,7.0,6.5,9.25,2.4384,1.9812,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6479708,75.0290287,29.0,9.23566879,10.0,7.0,7.0,7.0,9.25,3.048,2.1336,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6480444,75.0290488,83.0,26.43312102,14.0,14.0,14.0,14.0,9.25,4.2672,4.2672,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6480063,75.0289157,41.0,13.05732484,12.0,12.0,12.0,12.0,9.25,3.6576000000000004,3.6576000000000004,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6479993,75.0285966,37.0,11.78343949,15.0,8.0,8.0,8.0,9.25,4.572,2.4384,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6480196,75.028453,39.0,12.42038217,12.0,7.0,6.0,6.5,9.25,3.6576000000000004,1.9812,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6480221,75.0285402,43.0,13.69426752,10.0,7.0,7.0,7.0,9.25,3.048,2.1336,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6482321,75.0291156,40.0,12.7388535,13.0,9.0,9.0,9.0,9.25,3.9624,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Tamarind,18.6481981,75.0291094,62.0,19.74522293,15.0,11.0,11.0,11.0,9.25,4.572,3.3528000000000002,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Tamarind,18.6482142,75.0288974,81.0,25.79617834,20.0,15.0,15.0,15.0,9.25,6.096,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6481797,75.0288075,32.0,10.1910828,12.0,9.0,9.0,9.0,9.25,3.6576000000000004,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6480867,75.0285894,28.0,8.917197452,8.0,5.0,6.0,5.5,9.25,2.4384,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6482367,75.0289327,12.0,3.821656051,6.0,3.0,3.0,3.0,9.25,1.8288000000000002,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6482743,75.0287724,30.0,9.554140127,12.0,6.0,7.0,6.5,9.25,3.6576000000000004,1.9812,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Chiku,18.6482265,75.0285639,41.0,13.05732484,12.0,10.0,10.0,10.0,9.25,3.6576000000000004,3.048,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6482876,75.0285861,114.0,36.30573248,20.0,15.0,15.0,15.0,9.25,6.096,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6483125,75.0290866,117.0,37.2611465,15.0,12.0,12.0,12.0,9.25,4.572,3.6576000000000004,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Chiku,18.6483404,75.0288625,37.0,11.78343949,15.0,10.0,10.0,10.0,9.25,4.572,3.048,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6482851,75.0287112,40.0,12.7388535,15.0,8.0,8.0,8.0,9.25,4.572,2.4384,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6483428,75.0285885,39.0,12.42038217,9.0,6.0,6.0,6.0,9.25,2.7432000000000003,1.8288000000000002,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6483315,75.0288328,60.0,19.10828025,13.0,9.0,9.0,9.0,9.25,3.9624,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6483304,75.02895,32.0,10.1910828,15.0,9.0,9.0,9.0,9.25,4.572,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6484365,75.0289693,77.0,24.52229299,15.0,10.0,10.0,10.0,9.25,4.572,3.048,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6485125,75.0287851,50.0,15.92356688,12.0,8.0,9.0,8.5,9.25,3.6576000000000004,2.5908,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.648582,75.0288308,92.0,29.29936306,15.0,15.0,15.0,15.0,9.25,4.572,4.572,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6487384,75.0286022,37.0,11.78343949,15.0,10.0,10.0,10.0,9.25,4.572,3.048,1.0
Ahmednagar,Karjat,July 2023,2014.0,Fruit,Mango,18.6485339,75.0290587,70.0,22.29299363,12.0,9.0,9.0,9.0,9.25,3.6576000000000004,2.7432000000000003,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628405,74.9856326,15.0,4.777070064,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5629076,74.9856136,19.0,6.050955414,7.0,6.0,6.0,6.0,4.25,2.1336,1.8288000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5629759,74.9856313,16.0,5.095541401,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630666,74.9856717,21.0,6.687898089,8.0,5.0,6.0,5.5,4.25,2.4384,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632139,74.9856986,15.0,4.777070064,7.0,4.0,4.0,4.0,4.25,2.1336,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633651,74.9856871,16.0,5.095541401,8.0,5.0,6.0,5.5,4.25,2.4384,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633781,74.9856822,17.0,5.414012739,6.0,3.0,4.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.563436,74.9857498,12.0,3.821656051,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5635641,74.985764,17.0,5.414012739,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628008,74.9856417,17.0,5.414012739,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630396,74.9857479,22.0,7.006369427,7.0,5.0,5.0,5.0,4.25,2.1336,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.563124,74.9857466,18.0,5.732484076,4.0,2.0,2.0,2.0,4.25,1.2192,0.6096,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632224,74.9857274,15.0,4.777070064,4.0,3.0,3.0,3.0,4.25,1.2192,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632618,74.9857211,23.0,7.324840764,8.0,4.0,5.0,4.5,4.25,2.4384,1.3716000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632998,74.9857063,17.0,5.414012739,6.0,5.0,4.0,4.5,4.25,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.563452,74.985746,13.0,4.140127389,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5636009,74.9858249,18.0,5.732484076,6.0,4.0,5.0,4.5,4.25,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628215,74.9857035,14.0,4.458598726,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628423,74.9857018,18.0,5.732484076,8.0,4.0,4.0,4.0,4.25,2.4384,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630942,74.9857624,15.0,4.777070064,6.0,5.0,5.0,5.0,4.25,1.8288000000000002,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632279,74.9857685,16.0,5.095541401,9.0,5.0,5.0,5.0,4.25,2.7432000000000003,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633098,74.9857613,22.0,7.006369427,8.0,5.0,5.0,5.0,4.25,2.4384,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633754,74.9858215,19.0,6.050955414,6.0,3.0,4.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633341,74.9857782,17.0,5.414012739,8.0,4.0,4.0,4.0,4.25,2.4384,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5634528,74.9858243,19.0,6.050955414,5.0,6.0,5.0,5.5,4.25,1.524,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628174,74.9857893,15.0,4.777070064,5.0,4.0,4.0,4.0,4.25,1.524,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628953,74.9858057,16.0,5.095541401,5.0,4.0,3.0,3.5,4.25,1.524,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630428,74.9857724,18.0,5.732484076,4.0,3.0,3.0,3.0,4.25,1.2192,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630761,74.9858001,15.0,4.777070064,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5631424,74.9858572,11.0,3.503184713,4.0,3.0,3.0,3.0,4.25,1.2192,0.9144000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632532,74.9858648,17.0,5.414012739,5.0,3.0,4.0,3.5,4.25,1.524,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5632481,74.9859023,14.0,4.458598726,8.0,5.0,6.0,5.5,4.25,2.4384,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5633952,74.9859501,21.0,6.687898089,8.0,6.0,5.0,5.5,4.25,2.4384,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5634571,74.9858963,16.0,5.095541401,7.0,4.0,4.0,4.0,4.25,2.1336,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5634962,74.9859245,19.0,6.050955414,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5631067,74.985845,19.0,6.050955414,6.0,4.0,4.0,4.0,4.25,1.8288000000000002,1.2192,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628642,74.9858534,18.0,5.732484076,6.0,4.0,5.0,4.5,4.25,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5628942,74.9858331,18.0,5.732484076,6.0,5.0,5.0,5.0,4.25,1.8288000000000002,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5629699,74.9858556,17.0,5.414012739,6.0,4.0,3.0,3.5,4.25,1.8288000000000002,1.0668,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630173,74.9858551,18.0,5.732484076,7.0,6.0,5.0,5.5,4.25,2.1336,1.6764000000000001,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5630804,74.9858664,15.0,4.777070064,8.0,5.0,5.0,5.0,4.25,2.4384,1.524,1.0
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Guava,18.5631909,74.985919,17.0,5.414012739,4.0,3.0,3.0,3.0,4.25,1.2192,0.9144000000000001,1.0
